id,Symbol,Name
5729,SCCB,Sachem Capital Corp. 7.125% Notes due 2024
5730,SCCC,Sachem Capital Corp. 7.75% Notes due 2025
5731,SCCE,Sachem Capital Corp. 6.00% Notes due 2027
5732,SCCF,Sachem Capital Corp. 7.125% Notes due 2027
5733,SCCO,Southern Copper Corporation Common Stock
5734,SCD,LMP Capital and Income Fund Inc. Common Stock
5735,SCHL,Scholastic Corporation Common Stock
5736,SCHN,Schnitzer Steel Industries Inc. Class A Common Stock
5737,SCHW,Charles Schwab Corporation (The) Common Stock
5738,SCI,Service Corporation International Common Stock
5739,SCKT,Socket Mobile Inc. Common Stock
5740,SCL,Stepan Company Common Stock
5741,SCLE,Broadscale Acquisition Corp. Class A common stock
5742,SCLEU,Broadscale Acquisition Corp. Units
5743,SCLEW,Broadscale Acquisition Corp. Warrant
5744,SCM,Stellus Capital Investment Corporation Common Stock
5745,SCOA,ScION Tech Growth I Class A Ordinary Shares
5746,SCOAW,ScION Tech Growth I Warrant
5747,SCOB,ScION Tech Growth II Class A Ordinary Shares
5748,SCOBU,ScION Tech Growth II Units
5749,SCOBW,ScION Tech Growth II Warrants
5750,SCOR,comScore Inc. Common Stock
5751,SCPH,scPharmaceuticals Inc. Common Stock
5752,SCPL,SciPlay Corporation Class A Common Stock
5753,SCPS,Scopus BioPharma Inc. Common Stock
5754,SCRM,Screaming Eagle Acquisition Corp. Class A Ordinary Shares
5755,SCRMW,Screaming Eagle Acquisition Corp. Warrant
5756,SCS,Steelcase Inc. Common Stock
5757,SCSC,ScanSource Inc. Common Stock
5758,SCTL,Societal CDMO Inc. Common Stock
5759,SCU,Sculptor Capital Management Inc. Class A Common Stock
5760,SCVL,Shoe Carnival Inc. Common Stock
5761,SCWO,374Water Inc. Common Stock
5762,SCWX,SecureWorks Corp. Class A Common Stock
5763,SCX,L.S. Starrett Company (The) Common Stock
5764,SCYX,SCYNEXIS Inc. Common Stock
5765,SD,SandRidge Energy Inc. Common Stock
5766,SDAC,Sustainable Development Acquisition I Corp. Class A Common Stock
5767,SDACU,Sustainable Development Acquisition I Corp. Unit
5768,SDACW,Sustainable Development Acquisition I Corp. Warrant
5769,SDC,SmileDirectClub Inc. Class A Common Stock
5770,SDGR,Schrodinger Inc. Common Stock
5771,SDH,Global Internet of People Inc. Ordinary Shares
5772,SDHY,PGIM Short Duration High Yield Opportunities Fund Common Shares
5773,SDIG,Stronghold Digital Mining Inc. Class A Common Stock
5774,SDPI,Superior Drilling Products Inc. Common Stock
5775,SE,Sea Limited American Depositary Shares each representing one Class A Ordinary Share
5776,SEAC,SeaChange International Inc. Common Stock
5777,SEAS,SeaWorld Entertainment Inc. Common Stock
5778,SEAT,Vivid Seats Inc. Class A Common Stock
5779,SEB,Seaboard Corporation Common Stock
5780,SECO,Secoo Holding Limited ADS
5781,SEDG,SolarEdge Technologies Inc. Common Stock
5782,SEE,Sealed Air Corporation Common Stock
5783,SEED,Origin Agritech Limited Common Stock
5784,SEEL,Seelos Therapeutics Inc. Common Stock
5785,SEER,Seer Inc. Class A Common Stock
5786,SEIC,SEI Investments Company Common Stock
5787,SELB,Selecta Biosciences Inc. Common Stock
5788,SELF,Global Self Storage Inc. Common Stock
5789,SEM,Select Medical Holdings Corporation Common Stock
5790,SEMR,SEMrush Holdings Inc. Class A Common Stock
5791,SENEA,Seneca Foods Corp. Class A Common Stock
5792,SENS,Senseonics Holdings Inc. Common Stock
5793,SERA,Sera Prognostics Inc. Class A Common Stock
5794,SES,SES AI Corporation Class A Common Stock
5795,SESN,Sesen Bio Inc. Common Stock
5796,SEV,Sono Group N.V. Common Shares
5797,SEVN,Seven Hills Realty Trust Common Stock
5798,SF,Stifel Financial Corporation Common Stock
5799,SFB,Stifel Financial Corporation 5.20% Senior Notes due 2047
5800,SFBS,ServisFirst Bancshares Inc. Common Stock
5801,SFE,Safeguard Scientifics Inc. New Common Stock
5802,SFET,Safe-T Group Ltd. American Depositary Share
5803,SFIX,Stitch Fix Inc. Class A Common Stock
5804,SFL,SFL Corporation Ltd
5805,SFM,Sprouts Farmers Market Inc. Common Stock
5806,SFNC,Simmons First National Corporation Class A Common Stock
5807,SFST,Southern First Bancshares Inc. Common Stock
5808,SFT,Shift Technologies Inc. Class A Common Stock
5809,SG,Sweetgreen Inc. Class A Common Stock
5810,SGA,Saga Communications Inc. Class A Common Stock (FL)
5811,SGBX,SG Blocks Inc. Common Stock
5812,SGC,Superior Group of Companies Inc. Common Stock
5813,SGEN,Seagen Inc. Common Stock
5814,SGFY,Signify Health Inc. Class A Common Stock
5815,SGH,SMART Global Holdings Inc. Ordinary Shares
5816,SGHC,Super Group (SGHC) Limited Ordinary Shares
5817,SGHL,Signal Hill Acquisition Corp. Class A Common Stock
5818,SGHT,Sight Sciences Inc. Common Stock
5819,SGIIW,Seaport Global Acquisition II Corp. Warrants
5820,SGLY,Singularity Future Technology Ltd. Common Stock
5821,SGMA,SigmaTron International Inc. Common Stock
5822,SGML,Sigma Lithium Corporation Common Shares
5823,SGMO,Sangamo Therapeutics Inc. Common Stock
5824,SGRP,SPAR Group Inc. Common Stock
5825,SGRY,Surgery Partners Inc. Common Stock
5826,SGTX,Sigilon Therapeutics Inc. Common Stock
5827,SGU,Star Group L.P. Common Stock
5828,SHAC,SCP & CO Healthcare Acquisition Company Class A Common Stock
5829,SHAK,Shake Shack Inc. Class A Common Stock
5830,SHBI,Shore Bancshares Inc Common Stock
5831,SHC,Sotera Health Company Common Stock
5832,SHCA,Spindletop Health Acquisition Corp. Class A Common Stock
5833,SHCAU,Spindletop Health Acquisition Corp. Unit
5834,SHCR,Sharecare Inc. Class A Common Stock
5835,SHCRW,Sharecare Inc. Warrant
5836,SHEL,Royal Dutch Shell PLC American Depositary Shares (each representing two (2) Ordinary Shares) 
5837,SHEN,Shenandoah Telecommunications Co Common Stock
5838,SHG,Shinhan Financial Group Co Ltd American Depositary Shares
5839,SHI,SINOPEC Shangai Petrochemical Company Ltd. Common Stock
5840,SHIP,Seanergy Maritime Holdings Corp Common Stock
5841,SHLS,Shoals Technologies Group Inc. Class A Common Stock
5842,SHLX,Shell Midstream Partners L.P. Common Units representing Limited Partner Interests
5843,SHO,Sunstone Hotel Investors Inc. Sunstone Hotel Investors Inc. Common Shares
5844,SHOO,Steven Madden Ltd. Common Stock
5845,SHOP,Shopify Inc. Class A Subordinate Voting Shares
5846,SHPW,Shapeways Holdings Inc. Common Stock
5847,SHQA,Shelter Acquisition Corporation I Class A Common Stock
5848,SHQAU,Shelter Acquisition Corporation I Units
5849,SHW,Sherwin-Williams Company (The) Common Stock
5850,SHYF,The Shyft Group Inc. Common Stock
5851,SI,Silvergate Capital Corporation Class A Common Stock
5852,SIBN,SI-BONE Inc. Common Stock
5853,SID,Companhia Siderurgica Nacional S.A. Common Stock
5854,SIDU,Sidus Space Inc. Class A Common Stock
5855,SIEB,Siebert Financial Corp. Common Stock
5856,SIEN,Sientra Inc. Common Stock
5857,SIER,Sierra Lake Acquisition Corp. Class A Common Stock
5858,SIF,SIFCO Industries Inc. Common Stock
5859,SIFY,Sify Technologies Limited American Depositary Shares
5860,SIG,Signet Jewelers Limited Common Shares
5861,SIGA,SIGA Technologies Inc. Common Stock
5862,SIGI,Selective Insurance Group Inc. Common Stock
5863,SIGIP,Selective Insurance Group Inc. Depositary Shares each representing a 1/1000th interest in a share of 4.60% Non-Cumulative Preferred Stock Series B
5864,SII,Sprott Inc. Common Shares
5865,SILC,Silicom Ltd Ordinary Shares
5866,SILK,Silk Road Medical Inc. Common Stock
5867,SILV,SilverCrest Metals Inc. Common Shares
5868,SIMO,Silicon Motion Technology Corporation American Depositary Shares
5869,SINT,SiNtx Technologies Inc. Common Stock
5870,SIOX,Sio Gene Therapies Inc. Common Stock
5871,SIRE,Sisecam Resources LP Common Units representing limited partner interests
5872,SIRI,Sirius XM Holdings Inc. Common Stock
5873,SISI,Shineco Inc. Common Stock
5874,SITC,SITE Centers Corp. Common Stock
5875,SITE,SiteOne Landscape Supply Inc. Common Stock
5876,SITM,SiTime Corporation Common Stock
5877,SIVB,SVB Financial Group Common Stock
5878,SIVBP,SVB Financial Group Depositary Shs each representing a 1/40th interest in a share of 5.25% Fixed-Rate Non-Cumulative Perpetual Preferred Stock Series A
5879,SIX,Six Flags Entertainment Corporation New Common Stock
5880,SJ,Scienjoy Holding Corporation Class A Ordinary Shares 
5881,SJI,South Jersey Industries Inc. Common Stock
5882,SJIJ,South Jersey Industries Inc. 5.625% Junior Subordinated Notes due 2079
5883,SJIV,South Jersey Industries Inc. Corporate Units
5884,SJM,J.M. Smucker Company (The) New Common Stock
5885,SJR,Shaw Communications Inc. Common Stock
5886,SJT,San Juan Basin Royalty Trust Common Stock
5887,SJW,SJW Group Common Stock (DE)
5888,SKE,Skeena Resources Limited Common Shares
5889,SKIL,Skillsoft Corp. Class A Common Stock
5890,SKIN,The Beauty Health Company Class A Common Stock
5891,SKLZ,Skillz Inc. Class A Common Stock
5892,SKM,SK Telecom Co. Ltd. Common Stock
5893,SKT,Tanger Factory Outlet Centers Inc. Common Stock
5894,SKX,Skechers U.S.A. Inc. Common Stock
5895,SKY,Skyline Champion Corporation Common Stock
5896,SKYA,Skydeck Acquisition Corp. Class A Ordinary Shares
5897,SKYH,Sky Harbour Group Corporation Class A Common Stock
5898,SKYT,SkyWater Technology Inc. Common Stock
5899,SKYW,SkyWest Inc. Common Stock
5900,SKYX,SKYX Platforms Corp. Common Stock
5901,SLAB,Silicon Laboratories Inc. Common Stock
5902,SLAC,Social Leverage Acquisition Corp I Class A Common Stock
5903,SLB,Schlumberger N.V. Common Stock
5904,SLCA,U.S. Silica Holdings Inc. Common Stock
5905,SLCR,Silver Crest Acquisition Corporation Class A Ordinary Share
5906,SLCRW,Silver Crest Acquisition Corporation Warrant
5907,SLDB,Solid Biosciences Inc. Common Stock
5908,SLDP,Solid Power Inc. Class A Common Stock
5909,SLDPW,Solid Power Inc. Warrant
5910,SLF,Sun Life Financial Inc. Common Stock
5911,SLG,SL Green Realty Corp Common Stock
5912,SLGC,SomaLogic Inc. Class A Common Stock
5913,SLGG,Super League Gaming Inc. Common Stock
5914,SLGL,Sol-Gel Technologies Ltd. Ordinary Shares
5915,SLGN,Silgan Holdings Inc. Common Stock
5916,SLHG,Skylight Health Group Inc. Ordinary Shares
5917,SLHGP,Skylight Health Group Inc. 9.25% Series A Cumulative Redeemable Perpetual Preferred Shares
5918,SLI,Standard Lithium Ltd. Common Shares
5919,SLM,SLM Corporation Common Stock
5920,SLN,Silence Therapeutics Plc American Depository Share
5921,SLNH,Soluna Holdings Inc. Common Stock
5922,SLNHP,Soluna Holdings Inc 9.0% Series A Cumulative Perpetual Preferred Stock 
5923,SLNO,Soleno Therapeutics Inc. Common Stock
5924,SLP,Simulations Plus Inc. Common Stock
5925,SLQT,SelectQuote Inc. Common Stock
5926,SLRC,SLR Investment Corp. Common Stock
5927,SLRX,Salarius Pharmaceuticals Inc. Common Stock
5928,SLS,SELLAS Life Sciences Group Inc. Common Stock
5929,SLVM,Sylvamo Corporation Common Stock
5930,SLVR,SilverSPAC Inc. Class A Ordinary Share
5931,SLVRU,SilverSPAC Inc. Unit
5932,SM,SM Energy Company Common Stock
5933,SMAP,SportsMap Tech Acquisition Corp. Common Stock
5934,SMAPW,SportsMap Tech Acquisition Corp. Warrants
5935,SMAR,Smartsheet Inc. Class A Common Stock
5936,SMBC,Southern Missouri Bancorp Inc. Common Stock
5937,SMBK,SmartFinancial Inc. Common Stock
5938,SMCI,Super Micro Computer Inc. Common Stock
5939,SMED,Sharps Compliance Corp. Common Stock
5940,SMFG,Sumitomo Mitsui Financial Group Inc Unsponsored American Depositary Shares (Japan)
5941,SMFL,Smart for Life Inc. Common Stock
5942,SMFR,Sema4 Holdings Corp. Class A Common Stock
5943,SMFRW,Sema4 Holdings Corp. Warrant
5944,SMG,Scotts Miracle-Gro Company (The) Common Stock
5945,SMHI,SEACOR Marine Holdings Inc. Common Stock 
5946,SMID,Smith-Midland Corporation Common Stock
5947,SMIHU,Summit Healthcare Acquisition Corp. Units
5948,SMIT,Schmitt Industries Inc. Common Stock
5949,SMLP,Summit Midstream Partners LP Common Units Representing Limited Partner Interests
5950,SMLR,Semler Scientific Inc. Common Stock
5951,SMM,Salient Midstream Common Shares of Beneficial Interest
5952,SMMF,Summit Financial Group Inc. Common Stock
5953,SMMT,Summit Therapeutics Inc. Common Stock 
5954,SMP,Standard Motor Products Inc. Common Stock
5955,SMPL,The Simply Good Foods Company Common Stock
5956,SMR,NuScale Power Corporation Class A Common Stock
5957,SMRT,SmartRent Inc. Class A Common Stock
5958,SMSI,Smith Micro Software Inc. Common Stock
5959,SMTC,Semtech Corporation Common Stock
5960,SMTI,Sanara MedTech Inc. Common Stock
5961,SMTS,Sierra Metals Inc. Common Stock
5962,SMWB,Similarweb Ltd. Ordinary Shares
5963,SNA,Snap-On Incorporated Common Stock
5964,SNAP,Snap Inc. Class A Common Stock
5965,SNAX,Stryve Foods Inc. Class A Common Stock
5966,SNAXW,Stryve Foods Inc. Warrant
5967,SNBR,Sleep Number Corporation Common Stock
5968,SNCE,Science 37 Holdings Inc. Common Stock
5969,SNCR,Synchronoss Technologies Inc. Common Stock
5970,SNCRL,Synchronoss Technologies Inc. 8.375% Senior Notes due 2026
5971,SNCY,Sun Country Airlines Holdings Inc. Common Stock
5972,SND,Smart Sand Inc. Common Stock
5973,SNDA,Sonida Senior Living Inc. Common Stock
5974,SNDL,Sundial Growers Inc. Common Shares
5975,SNDR,Schneider National Inc. Common Stock
5976,SNDX,Syndax Pharmaceuticals Inc. Common Stock
5977,SNES,SenesTech Inc. Common Stock
5978,SNEX,StoneX Group Inc. Common Stock
5979,SNFCA,Security National Financial Corporation Class A Common Stock
5980,SNGX,Soligenix Inc. Common Stock
5981,SNMP,Evolve Transition Infrastructure LP Common Stock
5982,SNN,Smith & Nephew SNATS Inc. Common Stock
5983,SNOA,Sonoma Pharmaceuticals Inc. Common Stock
5984,SNOW,Snowflake Inc. Class A Common Stock
5985,SNP,China Petroleum & Chemical Corporation Common Stock
5986,SNPO,Snap One Holdings Corp. Common Stock
5987,SNPS,Synopsys Inc. Common Stock
5988,SNPX,Synaptogenix Inc. Common Stock
5989,SNRH,Senior Connect Acquisition Corp. I Class A Common Stock
5990,SNRHU,Senior Connect Acquisition Corp. I Unit
5991,SNRHW,Senior Connect Acquisition Corp. I Warrant
5992,SNSE,Sensei Biotherapeutics Inc. Common Stock
5993,SNT,Senstar Technologies Ltd. Ordinary Shares
5994,SNTG,Sentage Holdings Inc. Ordinary Shares
5995,SNTI,Senti Biosciences Inc. Common Stock
5996,SNV,Synovus Financial Corp. Common Stock
5997,SNX,TD SYNNEX Corporation Common Stock
5998,SNY,Sanofi ADS
5999,SO,Southern Company (The) Common Stock
6000,SOBR,SOBR Safe Inc. Common Stock
6001,SOFI,SoFi Technologies Inc. Common Stock  
6002,SOFO,Sonic Foundry Inc. Common Stock
6003,SOHO,Sotherly Hotels Inc. Common Stock
6004,SOHOB,Sotherly Hotels Inc. 8.0% Series B Cumulative Redeemable Perpetual Preferred Stock
6005,SOHON,Sotherly Hotels Inc. 8.25% Series D Cumulative Redeemable Perpetual Preferred Stock
6006,SOHOO,Sotherly Hotels Inc. 7.875% Series C Cumulative Redeemable Perpetual Preferred Stock
6007,SOHU,Sohu.com Limited American Depositary Shares
6008,SOI,Solaris Oilfield Infrastructure Inc. Class A Common Stock
6009,SOJC,Southern Company (The) Series 2017B 5.25% Junior Subordinated Notes due December 1 2077
6010,SOJD,Southern Company (The) Series 2020A 4.95% Junior Subordinated Notes due January 30 2080
6011,SOJE,Southern Company (The) Series 2020C 4.20% Junior Subordinated Notes due October 15 2060
6012,SOL,Renesola Ltd. American Depsitary Shares (Each representing 10 shares)
6013,SOLN,Southern Company (The) 2019 Series A Corporate Units
6014,SOLO,Electrameccanica Vehicles Corp. Ltd. Common Stock
6015,SON,Sonoco Products Company Common Stock
6016,SOND,Sonder Holdings Inc. Class A Common Stock
6017,SONM,Sonim Technologies Inc. Common Stock
6018,SONN,Sonnet BioTherapeutics Holdings Inc. Common Stock
6019,SONO,Sonos Inc. Common Stock
6020,SONX,Sonendo Inc. Common Stock
6021,SONY,Sony Group Corporation American Depositary Shares 
6022,SOPA,Society Pass Incorporated Common Stock
6023,SOPH,SOPHiA GENETICS SA Ordinary Shares
6024,SOR,Source Capital Inc. Common Stock
6025,SOS,SOS Limited American Depositary Shares
6026,SOTK,Sono-Tek Corporation Common Stock
6027,SOUN,SoundHound AI Inc Class A Common Stock
6028,SOUNW,SoundHound AI Inc. Warrant
6029,SOVO,Sovos Brands Inc. Common Stock
6030,SP,SP Plus Corporation Common Stock
6031,SPB,Spectrum Brands Holdings Inc. Common Stock
6032,SPCB,SuperCom Ltd. Ordinary Shares (Israel)
6033,SPCE,Virgin Galactic Holdings Inc. Common Stock
6034,SPE,Special Opportunities Fund Inc Common Stock
6035,SPFI,South Plains Financial Inc. Common Stock
6036,SPG,Simon Property Group Inc. Common Stock
6037,SPGI,S&P Global Inc. Common Stock
6038,SPGS,Simon Property Group Acquisition Holdings Inc. Class A Common Stock
6039,SPH,Suburban Propane Partners L.P. Common Stock
6040,SPI,SPI Energy Co. Ltd. Ordinary Shares
6041,SPIR,Spire Global Inc. Class A Common Stock
6042,SPKB,Silver Spike Acquisition Corp II Class A Ordinary Shares
6043,SPKBU,Silver Spike Acquisition Corp II Units
6044,SPKBW,Silver Spike Acquisition Corp II Warrant
6045,SPLK,Splunk Inc. Common Stock
6046,SPLP,Steel Partners Holdings LP LTD PARTNERSHIP UNIT
6047,SPNE,SeaSpine Holdings Corporation Common Stock
6048,SPNS,Sapiens International Corporation N.V. Common Shares (Cayman Islands)
6049,SPNT,SiriusPoint Ltd. Common Shares
6050,SPOK,Spok Holdings Inc. Common Stock
6051,SPOT,Spotify Technology S.A. Ordinary Shares
6052,SPPI,Spectrum Pharmaceuticals Inc.Common Stock
6053,SPR,Spirit Aerosystems Holdings Inc. Common Stock
6054,SPRB,Spruce Biosciences Inc. Common Stock
6055,SPRC,SciSparc Ltd. Ordinary Shares
6056,SPRO,Spero Therapeutics Inc. Common Stock
6057,SPSC,SPS Commerce Inc. Common Stock
6058,SPT,Sprout Social Inc Class A Common Stock
6059,SPTK,SportsTek Acquisition Corp. Class A Common Stock
6060,SPTKW,SportsTek Acquisition Corp. Warrant
6061,SPTN,SpartanNash Company Common Stock
6062,SPWH,Sportsman's Warehouse Holdings Inc. Common Stock
6063,SPWR,SunPower Corporation Common Stock
6064,SPXC,SPX Corporation Common Stock
6065,SPXX,Nuveen S&P 500 Dynamic Overwrite Fund
6066,SQ,Block Inc. Class A Common Stock
6067,SQFT,Presidio Property Trust Inc. Class A Common Stock
6068,SQFTP,Presidio Property Trust Inc. 9.375% Series D Cumulative Redeemable Perpetual Preferred Stock $0.01 par value per share
6069,SQFTW,Presidio Property Trust Inc. Series A Common Stock Purchase Warrants
6070,SQL,SeqLL Inc. Common stock
6071,SQLLW,SeqLL Inc. Warrant
6072,SQM,Sociedad Quimica y Minera S.A. Common Stock
6073,SQNS,Sequans Communications S.A. American Depositary Shares
6074,SQSP,Squarespace Inc. Class A Common Stock
6075,SQZ,SQZ Biotechnologies Company Common Stock
6076,SR,Spire Inc. Common Stock
6077,SRAD,Sportradar Group AG Class A Ordinary Shares
6078,SRAX,SRAX Inc. Class A Common Stock
6079,SRC,Spirit Realty Capital Inc. Common Stock
6080,SRCE,1st Source Corporation Common Stock
6081,SRCL,Stericycle Inc. Common Stock
6082,SRDX,Surmodics Inc. Common Stock
6083,SRE,DBA Sempra Common Stock
6084,SREA,DBA Sempra 5.750% Junior Subordinated Notes due 2079
6085,SREV,ServiceSource International Inc. Common Stock
6086,SRG,Seritage Growth Properties Class A Common Stock
6087,SRGA,Surgalign Holdings Inc. Common Stock
6088,SRI,Stoneridge Inc. Common Stock
6089,SRL,Scully Royalty Ltd.
6090,SRLP,Sprague Resources LP Common Units representing Limited Partner Interests
6091,SRNE,Sorrento Therapeutics Inc.  Common Stock
6092,SRPT,Sarepta Therapeutics Inc. Common Stock (DE)
6093,SRRK,Scholar Rock Holding Corporation Common Stock
6094,SRSA,Sarissa Capital Acquisition Corp. Class A Ordinary Shares
6095,SRT,StarTek Inc. Common Stock
6096,SRTS,Sensus Healthcare Inc. Common Stock
6097,SRV,Cushing MLP & Infrastructure Total Return Fund
6098,SRZN,Surrozen Inc. Common Stock
6099,SRZNW,Surrozen Inc. Warrant
6100,SSAA,Science Strategic Acquisition Corp. Alpha Class A Common Stock
6101,SSB,SouthState Corporation Common Stock
6102,SSBI,Summit State Bank Common Stock
6103,SSBK,Southern States Bancshares Inc. Common Stock
6104,SSD,Simpson Manufacturing Company Inc. Common Stock
6105,SSIC,Silver Spike Investment Corp. Common Stock
6106,SSKN,Strata Skin Sciences Inc. Common Stock
6107,SSL,Sasol Ltd. American Depositary Shares
6108,SSNC,SS&C Technologies Holdings Inc. Common Stock
6109,SSNT,SilverSun Technologies Inc. Common Stock
6110,SSP,E.W. Scripps Company (The) Class A Common Stock
6111,SSRM,SSR Mining Inc. Common Stock
6112,SSSS,SuRo Capital Corp. Common Stock
6113,SST,System1 Inc. Class A Common Stock
6114,SSTI,ShotSpotter Inc. Common Stock
6115,SSTK,Shutterstock Inc. Common Stock
6116,SSU,SIGNA Sports United N.V. Ordinary Share
6117,SSY,SunLink Health Systems Inc. Common Stock
6118,SSYS,Stratasys Ltd. Ordinary Shares (Israel)
6119,ST,Sensata Technologies Holding plc Ordinary Shares
6120,STAA,STAAR Surgical Company Common Stock
6121,STAB,Statera Biopharma Inc. Common Stock
6122,STAF,Staffing 360 Solutions Inc. Common Stock (DE)
6123,STAG,Stag Industrial Inc. Common Stock
6124,STBA,S&T Bancorp Inc. Common Stock
6125,STC,Stewart Information Services Corporation Common Stock
6126,STCN,Steel Connect Inc. Common Stock
6127,STE,STERIS plc (Ireland) Ordinary Shares
6128,STEM,Stem Inc. Class A Common Stock
6129,STEP,StepStone Group Inc. Class A Common Stock
6130,STER,Sterling Check Corp. Common Stock
6131,STEW,SRH Total Return Fund Inc. Common Stock
6132,STG,Sunlands Technology Group American Depositary Shares representing Class A ordinary shares
6133,STGW,Stagwell Inc. Class A Common Stock
6134,STIM,Neuronetics Inc. Common Stock
6135,STK,Columbia Seligman Premium Technology Growth Fund Inc
6136,STKL,SunOpta Inc. Common Stock
6137,STKS,The ONE Group Hospitality Inc. Common Stock
6138,STLA,Stellantis N.V. Common Shares
6139,STLD,Steel Dynamics Inc.
6140,STM,STMicroelectronics N.V. Common Stock
6141,STN,Stantec Inc Common Stock
6142,STNE,StoneCo Ltd. Class A Common Shares
6143,STNG,Scorpio Tankers Inc. Common Shares
6144,STOK,Stoke Therapeutics Inc. Common Stock
6145,STON,StoneMor Inc. Common Stock
6146,STOR,STORE Capital Corporation Common Stock
6147,STR,Sitio Royalties Corp. Class A Common Stock
6148,STRA,Strategic Education Inc. Common Stock
6149,STRC,Sarcos Technology and Robotics Corporation Common Stock
6150,STRCW,Sarcos Technology and Robotics Corporation Warrants
6151,STRE,Supernova Partners Acquisition Company III Ltd. Class A Ordinary Shares
6152,STRL,Sterling Infrastructure Inc. Common Stock
6153,STRM,Streamline Health Solutions Inc. Common Stock
6154,STRN,Stran & Company Inc. Common Stock
6155,STRNW,Stran & Company Inc. Warrant
6156,STRO,Sutro Biopharma Inc. Common Stock
6157,STRR,Star Equity Holdings Inc. Common Stock
6158,STRS,Stratus Properties Inc. Common Stock
6159,STRT,STRATTEC SECURITY CORPORATION Common Stock
6160,STRY,Starry Group Holdings Inc. Class A Common Stock
6161,STSA,Satsuma Pharmaceuticals Inc. Common Stock
6162,STSS,Sharps Technology Inc. Common Stock
6163,STSSW,Sharps Technology Inc. Warrant
6164,STT,State Street Corporation Common Stock
6165,STTK,Shattuck Labs Inc. Common Stock
6166,STVN,Stevanato Group S.p.A. Ordinary Shares
6167,STWD,STARWOOD PROPERTY TRUST INC. Starwood Property Trust Inc.
6168,STX,Seagate Technology Holdings PLC Ordinary Shares (Ireland)
6169,STXS,Stereotaxis Inc. Common Stock
6170,STZ,Constellation Brands Inc. Common Stock
6171,SU,Suncor Energy  Inc. Common Stock
6172,SUAC,ShoulderUp Technology Acquisition Corp. Class A Common Stock
6173,SUI,Sun Communities Inc. Common Stock
6174,SUM,Summit Materials Inc. Class A Common Stock
6175,SUMO,Sumo Logic Inc. Common Stock
6176,SUN,Sunoco LP Common Units representing limited partner interests
6177,SUNL,Sunlight Financial Holdings Inc. Class A Common Stock
6178,SUNW,Sunworks Inc. Common Stock
6179,SUP,Superior Industries International Inc. Common Stock (DE)
6180,SUPN,Supernus Pharmaceuticals Inc. Common Stock
6181,SUPV,Grupo Supervielle S.A. American Depositary Shares each Representing five Class B shares
6182,SURF,Surface Oncology Inc. Common Stock
6183,SURG,SurgePays Inc. Common Stock
6184,SURGW,SurgePays Inc. Warrant
6185,SUZ,Suzano S.A. American Depositary Shares (each representing One Ordinary Share)
6186,SVC,Service Properties Trust Common Stock
6187,SVFA,SVF Investment Corp. Class A Ordinary Shares
6188,SVFAU,SVF Investment Corp. Unit
6189,SVFAW,SVF Investment Corp. Warrant
6190,SVFD,Save Foods Inc. Common Stock
6191,SVM,Silvercorp Metals Inc. Common Shares
6192,SVNAW,7 Acquisition Corporation Warrant
6193,SVRA,Savara Inc. Common Stock
6194,SVRE,SaverOne 2014 Ltd. American Depositary Shares
6195,SVT,Servotronics Inc. Common Stock
6196,SVVC,Firsthand Technology Value Fund Inc. Common Stock
6197,SWAG,Software Acquisition Group Inc. III Class A Common Stock
6198,SWAV,ShockWave Medical Inc. Common Stock
6199,SWBI,Smith & Wesson Brands Inc. Common Stock
6200,SWCH,Switch Inc. Class A Common Stock
6201,SWET,Athlon Acquisition Corp. Class A Common stock
6202,SWETW,Athlon Acquisition Corp. Warrant
6203,SWI,SolarWinds Corporation Common Stock
6204,SWIM,Latham Group Inc. Common Stock
6205,SWIR,Sierra Wireless Inc. Common Stock
6206,SWK,Stanley Black & Decker Inc. Common Stock
6207,SWKH,SWK Holdings Corporation Common Stock
6208,SWKS,Skyworks Solutions Inc. Common Stock
6209,SWN,Southwestern Energy Company Common Stock
6210,SWT,Stanley Black & Decker Inc. Corporate Unit
6211,SWTX,SpringWorks Therapeutics Inc. Common Stock
6212,SWVL,Swvl Holdings Corp Class A Common Shares
6213,SWVLW,Swvl Holdings Corp Warrant
6214,SWX,Southwest Gas Holdings Inc. Common Stock (DE)
6215,SWZ,Swiss Helvetia Fund Inc. (The) Common Stock
6216,SXC,SunCoke Energy Inc. Common Stock
6217,SXI,Standex International Corporation Common Stock
6218,SXT,Sensient Technologies Corporation Common Stock
6219,SXTC,China SXT Pharmaceuticals Inc. Ordinary Shares
6220,SY,So-Young International Inc. American Depository Shares
6221,SYBT,Stock Yards Bancorp Inc. Common Stock
6222,SYBX,Synlogic Inc. Common Stock
6223,SYF,Synchrony Financial Common Stock
6224,SYK,Stryker Corporation Common Stock
6225,SYM,Symbotic Inc. Class A Common Stock
6226,SYN,Synthetic Biologics Inc. Common Stock
6227,SYNA,Synaptics Incorporated Common Stock $0.001 Par Value
6228,SYNH,Syneos Health Inc. Class A Common Stock
6229,SYNL,Synalloy Corporation Common Stock
6230,SYPR,Sypris Solutions Inc. Common Stock
6231,SYRS,Syros Pharmaceuticals Inc. Common Stock
6232,SYTA,Siyata Mobile Inc. Common Shares
6233,SYTAW,Siyata Mobile Inc. Warrant
6234,SYY,Sysco Corporation Common Stock
6235,SZC,Cushing NextGen Infrastructure Income Fund Common Shares of Beneficial Interest
6236,T,AT&T Inc.
